email address,item01 score,item02 score,item03 score,item04 score,item05 score,item06 score,item07 score,item08 score,item09 score,item10 score,item11 score,item01 responded at,item02 responded at,item03 responded at,item04 responded at,item05 responded at,item06 responded at,item07 responded at,item08 responded at,item09 responded at,item10 responded at,item11 responded at
UTKIJ1509E@gmail.com,1,1,1,1,1,1,0,1,1,1,1,2017-02-01T06:38:20Z,2017-02-01T06:38:28Z,2017-02-01T06:38:40Z,2017-02-01T06:38:58Z,2017-02-01T06:39:13Z,2017-02-01T06:40:01Z,2017-02-01T06:40:50Z,2017-02-01T06:41:30Z,2017-02-01T06:42:16Z,2017-02-01T06:43:03Z,2017-02-01T06:43:51Z
UPXWZ8813U@gmail.com,0,0,1,1,1,1,1,1,1,1,1,2017-02-01T14:32:28Z,2017-02-01T14:32:42Z,2017-02-01T14:33:02Z,2017-02-01T14:33:19Z,2017-02-01T14:33:43Z,2017-02-01T14:34:34Z,2017-02-01T14:35:22Z,2017-02-01T14:36:07Z,2017-02-01T14:36:55Z,2017-02-01T14:37:55Z,2017-02-01T14:38:49Z
ECDEM7888E@gmail.com,0,1,1,1,0,1,1,1,1,1,0,2017-02-01T15:47:30Z,2017-02-01T15:47:37Z,2017-02-01T15:47:53Z,2017-02-01T15:48:08Z,2017-02-01T15:48:30Z,2017-02-01T15:49:16Z,2017-02-01T15:50:12Z,2017-02-01T15:50:55Z,2017-02-01T15:51:47Z,2017-02-01T15:52:40Z,2017-02-01T15:53:25Z
NWGDV0987P@gmail.com,0,0,1,0,1,1,1,1,0,1,1,2017-02-02T07:17:36Z,2017-02-02T07:17:51Z,2017-02-02T07:18:09Z,2017-02-02T07:18:30Z,2017-02-02T07:18:50Z,2017-02-02T07:19:33Z,2017-02-02T07:20:19Z,2017-02-02T07:21:15Z,2017-02-02T07:22:03Z,2017-02-02T07:22:57Z,2017-02-02T07:23:52Z
FTXHN4576J@gmail.com,1,0,0,0,1,1,1,1,1,1,1,2017-02-02T22:08:17Z,2017-02-02T22:08:28Z,2017-02-02T22:08:36Z,2017-02-02T22:09:00Z,2017-02-02T22:09:19Z,2017-02-02T22:09:55Z,2017-02-02T22:10:50Z,2017-02-02T22:11:39Z,2017-02-02T22:12:26Z,2017-02-02T22:13:15Z,2017-02-02T22:14:14Z
ITNWT9882E@gmail.com,0,1,0,1,1,1,0,1,1,1,1,2017-02-03T09:10:02Z,2017-02-03T09:10:21Z,2017-02-03T09:10:35Z,2017-02-03T09:10:58Z,2017-02-03T09:11:20Z,2017-02-03T09:12:08Z,2017-02-03T09:13:03Z,2017-02-03T09:13:51Z,2017-02-03T09:14:42Z,2017-02-03T09:15:34Z,2017-02-03T09:16:24Z
FANED5031A@gmail.com,0,0,1,1,1,1,1,1,0,1,0,2017-02-03T13:57:51Z,2017-02-03T13:58:02Z,2017-02-03T13:58:13Z,2017-02-03T13:58:35Z,2017-02-03T13:58:50Z,2017-02-03T13:59:38Z,2017-02-03T14:00:28Z,2017-02-03T14:01:17Z,2017-02-03T14:02:10Z,2017-02-03T14:03:01Z,2017-02-03T14:03:48Z
FQYJV1821Q@gmail.com,1,0,0,1,1,1,1,1,1,1,0,2017-02-04T07:40:56Z,2017-02-04T07:41:09Z,2017-02-04T07:41:23Z,2017-02-04T07:41:50Z,2017-02-04T07:42:08Z,2017-02-04T07:43:02Z,2017-02-04T07:43:56Z,2017-02-04T07:44:44Z,2017-02-04T07:45:34Z,2017-02-04T07:46:30Z,2017-02-04T07:47:21Z
DAVYO4155E@gmail.com,1,0,0,0,1,1,1,0,1,1,0,2017-02-04T09:17:51Z,2017-02-04T09:18:03Z,2017-02-04T09:18:20Z,2017-02-04T09:18:44Z,2017-02-04T09:19:09Z,2017-02-04T09:19:52Z,2017-02-04T09:20:44Z,2017-02-04T09:21:30Z,2017-02-04T09:22:21Z,2017-02-04T09:23:14Z,2017-02-04T09:24:10Z
IJEFL0871K@gmail.com,0,0,1,0,1,0,0,1,1,1,0,2017-02-04T09:56:35Z,2017-02-04T09:56:39Z,2017-02-04T09:56:56Z,2017-02-04T09:57:19Z,2017-02-04T09:57:39Z,2017-02-04T09:58:30Z,2017-02-04T09:59:21Z,2017-02-04T10:00:13Z,2017-02-04T10:00:59Z,2017-02-04T10:01:46Z,2017-02-04T10:02:27Z
