email address,item01 score,item02 score,item03 score,item04 score,item05 score,item06 score,item07 score,item08 score,item09 score,item10 score,item11 score,item01 responded at,item02 responded at,item03 responded at,item04 responded at,item05 responded at,item06 responded at,item07 responded at,item08 responded at,item09 responded at,item10 responded at,item11 responded at
UTKIJ1509E@gmail.com,1,0,1,1,1,1,1,1,1,1,1,2017-06-01T03:25:37Z,2017-06-01T03:25:53Z,2017-06-01T03:26:18Z,2017-06-01T03:26:34Z,2017-06-01T03:26:57Z,2017-06-01T03:27:39Z,2017-06-01T03:28:31Z,2017-06-01T03:29:18Z,2017-06-01T03:30:09Z,2017-06-01T03:31:01Z,2017-06-01T03:31:50Z
UPXWZ8813U@gmail.com,0,0,0,1,1,1,1,1,1,1,1,2017-06-01T09:25:04Z,2017-06-01T09:25:15Z,2017-06-01T09:25:33Z,2017-06-01T09:25:59Z,2017-06-01T09:26:21Z,2017-06-01T09:27:04Z,2017-06-01T09:27:52Z,2017-06-01T09:28:38Z,2017-06-01T09:29:30Z,2017-06-01T09:30:19Z,2017-06-01T09:31:08Z
ECDEM7888E@gmail.com,0,1,1,1,0,1,1,1,1,0,0,2017-06-01T09:26:06Z,2017-06-01T09:26:20Z,2017-06-01T09:26:35Z,2017-06-01T09:26:57Z,2017-06-01T09:27:10Z,2017-06-01T09:27:55Z,2017-06-01T09:28:52Z,2017-06-01T09:29:45Z,2017-06-01T09:30:42Z,2017-06-01T09:31:37Z,2017-06-01T09:32:24Z
NWGDV0987P@gmail.com,1,1,1,1,1,1,1,1,1,1,0,2017-06-01T12:29:51Z,2017-06-01T12:30:02Z,2017-06-01T12:30:19Z,2017-06-01T12:30:43Z,2017-06-01T12:31:05Z,2017-06-01T12:31:59Z,2017-06-01T12:32:46Z,2017-06-01T12:33:32Z,2017-06-01T12:34:29Z,2017-06-01T12:35:15Z,2017-06-01T12:36:05Z
FTXHN4576J@gmail.com,1,0,1,1,1,1,0,1,0,0,0,2017-06-01T18:16:57Z,2017-06-01T18:17:01Z,2017-06-01T18:17:14Z,2017-06-01T18:17:33Z,2017-06-01T18:17:46Z,2017-06-01T18:18:30Z,2017-06-01T18:19:27Z,2017-06-01T18:20:15Z,2017-06-01T18:21:06Z,2017-06-01T18:21:49Z,2017-06-01T18:22:36Z
ITNWT9882E@gmail.com,0,1,0,1,0,1,1,1,1,1,0,2017-06-02T00:31:10Z,2017-06-02T00:31:19Z,2017-06-02T00:31:31Z,2017-06-02T00:31:55Z,2017-06-02T00:32:11Z,2017-06-02T00:32:57Z,2017-06-02T00:33:55Z,2017-06-02T00:34:36Z,2017-06-02T00:35:35Z,2017-06-02T00:36:28Z,2017-06-02T00:37:17Z
FANED5031A@gmail.com,1,0,0,1,1,1,1,1,0,1,0,2017-06-02T01:01:46Z,2017-06-02T01:02:01Z,2017-06-02T01:02:17Z,2017-06-02T01:02:42Z,2017-06-02T01:03:01Z,2017-06-02T01:03:43Z,2017-06-02T01:04:36Z,2017-06-02T01:05:24Z,2017-06-02T01:06:20Z,2017-06-02T01:07:06Z,2017-06-02T01:07:45Z
FQYJV1821Q@gmail.com,0,0,1,1,0,0,0,0,0,1,1,2017-06-02T01:24:10Z,2017-06-02T01:24:22Z,2017-06-02T01:24:33Z,2017-06-02T01:25:02Z,2017-06-02T01:25:13Z,2017-06-02T01:25:56Z,2017-06-02T01:26:42Z,2017-06-02T01:27:31Z,2017-06-02T01:28:23Z,2017-06-02T01:29:12Z,2017-06-02T01:29:55Z
DAVYO4155E@gmail.com,1,1,1,1,1,1,0,1,1,1,1,2017-06-02T05:55:31Z,2017-06-02T05:55:40Z,2017-06-02T05:55:50Z,2017-06-02T05:56:05Z,2017-06-02T05:56:26Z,2017-06-02T05:57:14Z,2017-06-02T05:58:00Z,2017-06-02T05:58:54Z,2017-06-02T05:59:43Z,2017-06-02T06:00:34Z,2017-06-02T06:01:22Z
IJEFL0871K@gmail.com,1,1,1,1,1,1,1,1,1,1,1,2017-06-02T06:43:19Z,2017-06-02T06:43:30Z,2017-06-02T06:43:44Z,2017-06-02T06:43:57Z,2017-06-02T06:44:21Z,2017-06-02T06:45:08Z,2017-06-02T06:45:56Z,2017-06-02T06:46:49Z,2017-06-02T06:47:43Z,2017-06-02T06:48:36Z,2017-06-02T06:49:21Z
BRIEQ5909Q@gmail.com,0,0,1,1,0,1,1,1,1,1,1,2017-06-02T11:07:55Z,2017-06-02T11:08:04Z,2017-06-02T11:08:22Z,2017-06-02T11:08:46Z,2017-06-02T11:09:11Z,2017-06-02T11:09:56Z,2017-06-02T11:10:48Z,2017-06-02T11:11:42Z,2017-06-02T11:12:34Z,2017-06-02T11:13:24Z,2017-06-02T11:14:10Z
JBDKB3414Z@gmail.com,1,0,1,0,1,1,1,1,1,1,0,2017-06-02T11:32:52Z,2017-06-02T11:33:02Z,2017-06-02T11:33:16Z,2017-06-02T11:33:42Z,2017-06-02T11:34:05Z,2017-06-02T11:34:52Z,2017-06-02T11:35:45Z,2017-06-02T11:36:31Z,2017-06-02T11:37:20Z,2017-06-02T11:38:10Z,2017-06-02T11:39:03Z
GFQZO4207H@gmail.com,1,0,1,0,1,1,1,1,1,1,0,2017-06-02T13:08:11Z,2017-06-02T13:08:20Z,2017-06-02T13:08:34Z,2017-06-02T13:08:49Z,2017-06-02T13:09:06Z,2017-06-02T13:09:50Z,2017-06-02T13:10:44Z,2017-06-02T13:11:36Z,2017-06-02T13:12:22Z,2017-06-02T13:13:10Z,2017-06-02T13:14:06Z
KPLPN4382B@gmail.com,1,1,1,1,1,1,0,1,1,1,0,2017-06-02T17:25:03Z,2017-06-02T17:25:13Z,2017-06-02T17:25:32Z,2017-06-02T17:25:55Z,2017-06-02T17:26:15Z,2017-06-02T17:26:58Z,2017-06-02T17:27:46Z,2017-06-02T17:28:40Z,2017-06-02T17:29:27Z,2017-06-02T17:30:09Z,2017-06-02T17:30:55Z
XRSUA4670N@gmail.com,1,0,1,1,1,1,1,1,0,1,1,2017-06-02T22:26:59Z,2017-06-02T22:27:11Z,2017-06-02T22:27:29Z,2017-06-02T22:27:54Z,2017-06-02T22:28:15Z,2017-06-02T22:29:04Z,2017-06-02T22:29:54Z,2017-06-02T22:30:45Z,2017-06-02T22:31:42Z,2017-06-02T22:32:33Z,2017-06-02T22:33:14Z
VQGTN2070F@gmail.com,1,1,1,0,1,1,0,1,0,1,0,2017-06-03T08:36:57Z,2017-06-03T08:37:10Z,2017-06-03T08:37:22Z,2017-06-03T08:37:44Z,2017-06-03T08:38:00Z,2017-06-03T08:38:47Z,2017-06-03T08:39:33Z,2017-06-03T08:40:27Z,2017-06-03T08:41:17Z,2017-06-03T08:42:07Z,2017-06-03T08:42:53Z
WHGTB4681C@gmail.com,0,0,0,0,0,1,1,1,0,1,0,2017-06-03T09:38:17Z,2017-06-03T09:38:33Z,2017-06-03T09:38:49Z,2017-06-03T09:38:59Z,2017-06-03T09:39:15Z,2017-06-03T09:40:04Z,2017-06-03T09:41:00Z,2017-06-03T09:41:53Z,2017-06-03T09:42:40Z,2017-06-03T09:43:31Z,2017-06-03T09:44:24Z
NDUUR9603H@gmail.com,1,0,1,1,0,1,0,0,1,1,1,2017-06-03T18:26:44Z,2017-06-03T18:26:49Z,2017-06-03T18:27:04Z,2017-06-03T18:27:21Z,2017-06-03T18:27:42Z,2017-06-03T18:28:31Z,2017-06-03T18:29:21Z,2017-06-03T18:30:06Z,2017-06-03T18:30:49Z,2017-06-03T18:31:40Z,2017-06-03T18:32:28Z
IPXRS7337J@gmail.com,0,1,1,1,1,1,0,1,0,1,0,2017-06-03T22:15:21Z,2017-06-03T22:15:36Z,2017-06-03T22:15:49Z,2017-06-03T22:16:12Z,2017-06-03T22:16:35Z,2017-06-03T22:17:19Z,2017-06-03T22:18:12Z,2017-06-03T22:19:03Z,2017-06-03T22:19:53Z,2017-06-03T22:20:41Z,2017-06-03T22:21:38Z
UPQQY8595I@gmail.com,0,0,1,1,1,1,1,1,1,1,0,2017-06-03T23:20:31Z,2017-06-03T23:20:41Z,2017-06-03T23:20:58Z,2017-06-03T23:21:18Z,2017-06-03T23:21:36Z,2017-06-03T23:22:17Z,2017-06-03T23:23:13Z,2017-06-03T23:24:01Z,2017-06-03T23:24:48Z,2017-06-03T23:25:40Z,2017-06-03T23:26:30Z
FDWGC4708G@gmail.com,1,0,1,1,1,0,1,1,1,1,0,2017-06-04T14:09:51Z,2017-06-04T14:09:58Z,2017-06-04T14:10:13Z,2017-06-04T14:10:37Z,2017-06-04T14:10:58Z,2017-06-04T14:11:48Z,2017-06-04T14:12:37Z,2017-06-04T14:13:27Z,2017-06-04T14:14:13Z,2017-06-04T14:15:07Z,2017-06-04T14:16:02Z
VGCXM6138O@gmail.com,0,1,1,1,1,1,1,1,0,0,0,2017-06-04T14:52:06Z,2017-06-04T14:52:18Z,2017-06-04T14:52:39Z,2017-06-04T14:52:57Z,2017-06-04T14:53:14Z,2017-06-04T14:53:50Z,2017-06-04T14:54:42Z,2017-06-04T14:55:34Z,2017-06-04T14:56:23Z,2017-06-04T14:57:10Z,2017-06-04T14:58:10Z
FYPMM8353A@gmail.com,1,1,1,0,1,1,1,1,0,1,0,2017-06-05T08:37:17Z,2017-06-05T08:37:29Z,2017-06-05T08:37:39Z,2017-06-05T08:38:02Z,2017-06-05T08:38:22Z,2017-06-05T08:39:03Z,2017-06-05T08:39:53Z,2017-06-05T08:40:38Z,2017-06-05T08:41:28Z,2017-06-05T08:42:15Z,2017-06-05T08:43:03Z
IOETV2344N@gmail.com,1,0,1,0,1,1,1,1,1,1,0,2017-06-05T12:12:55Z,2017-06-05T12:13:00Z,2017-06-05T12:13:15Z,2017-06-05T12:13:34Z,2017-06-05T12:13:50Z,2017-06-05T12:14:30Z,2017-06-05T12:15:19Z,2017-06-05T12:16:11Z,2017-06-05T12:16:57Z,2017-06-05T12:17:52Z,2017-06-05T12:18:52Z
WGBIA4052Y@gmail.com,1,0,1,0,0,1,1,1,0,1,1,2017-06-05T20:04:21Z,2017-06-05T20:04:31Z,2017-06-05T20:04:53Z,2017-06-05T20:05:09Z,2017-06-05T20:05:32Z,2017-06-05T20:06:15Z,2017-06-05T20:07:04Z,2017-06-05T20:07:53Z,2017-06-05T20:08:47Z,2017-06-05T20:09:40Z,2017-06-05T20:10:26Z
TZLGQ2186O@gmail.com,1,0,0,1,1,1,1,0,1,1,0,2017-06-05T22:29:37Z,2017-06-05T22:29:45Z,2017-06-05T22:30:04Z,2017-06-05T22:30:23Z,2017-06-05T22:30:41Z,2017-06-05T22:31:27Z,2017-06-05T22:32:21Z,2017-06-05T22:33:11Z,2017-06-05T22:34:05Z,2017-06-05T22:34:57Z,2017-06-05T22:35:46Z
NSDUU8650E@gmail.com,1,1,0,1,1,1,1,1,1,1,1,2017-06-06T00:07:00Z,2017-06-06T00:07:00Z,2017-06-06T00:07:10Z,2017-06-06T00:07:22Z,2017-06-06T00:07:38Z,2017-06-06T00:08:26Z,2017-06-06T00:09:17Z,2017-06-06T00:10:08Z,2017-06-06T00:10:56Z,2017-06-06T00:11:49Z,2017-06-06T00:12:45Z
VIKNZ8532R@gmail.com,0,1,1,1,1,1,0,1,0,1,0,2017-06-06T02:09:05Z,2017-06-06T02:09:23Z,2017-06-06T02:09:32Z,2017-06-06T02:09:53Z,2017-06-06T02:10:19Z,2017-06-06T02:10:58Z,2017-06-06T02:11:50Z,2017-06-06T02:12:47Z,2017-06-06T02:13:35Z,2017-06-06T02:14:26Z,2017-06-06T02:15:16Z
ZYOIJ2808Z@gmail.com,0,1,1,1,1,1,1,1,1,0,0,2017-06-06T02:48:11Z,2017-06-06T02:48:19Z,2017-06-06T02:48:36Z,2017-06-06T02:48:53Z,2017-06-06T02:49:11Z,2017-06-06T02:50:01Z,2017-06-06T02:50:48Z,2017-06-06T02:51:37Z,2017-06-06T02:52:22Z,2017-06-06T02:53:16Z,2017-06-06T02:54:04Z
FNUVA5346I@gmail.com,1,1,1,1,1,0,0,1,1,1,1,2017-06-06T04:17:16Z,2017-06-06T04:17:20Z,2017-06-06T04:17:38Z,2017-06-06T04:17:52Z,2017-06-06T04:18:08Z,2017-06-06T04:18:56Z,2017-06-06T04:19:47Z,2017-06-06T04:20:36Z,2017-06-06T04:21:25Z,2017-06-06T04:22:16Z,2017-06-06T04:23:11Z
PBVHI1554X@gmail.com,1,0,1,1,1,1,0,0,0,1,0,2017-06-06T16:02:44Z,2017-06-06T16:02:58Z,2017-06-06T16:03:14Z,2017-06-06T16:03:30Z,2017-06-06T16:03:47Z,2017-06-06T16:04:30Z,2017-06-06T16:05:21Z,2017-06-06T16:06:09Z,2017-06-06T16:07:01Z,2017-06-06T16:07:51Z,2017-06-06T16:08:42Z
XCGVY6817O@gmail.com,0,0,0,0,1,1,1,1,1,1,1,2017-06-06T21:56:51Z,2017-06-06T21:57:07Z,2017-06-06T21:57:26Z,2017-06-06T21:57:45Z,2017-06-06T21:58:11Z,2017-06-06T21:58:57Z,2017-06-06T21:59:47Z,2017-06-06T22:00:36Z,2017-06-06T22:01:22Z,2017-06-06T22:02:17Z,2017-06-06T22:03:07Z
JUOXO9053O@gmail.com,0,1,0,1,0,1,1,1,0,0,1,2017-06-06T23:59:10Z,2017-06-06T23:59:19Z,2017-06-06T23:59:35Z,2017-06-06T23:59:55Z,2017-06-07T00:00:20Z,2017-06-07T00:01:02Z,2017-06-07T00:01:54Z,2017-06-07T00:02:40Z,2017-06-07T00:03:33Z,2017-06-07T00:04:20Z,2017-06-07T00:05:16Z
CZAVS0053M@gmail.com,1,1,1,1,1,1,0,1,1,1,1,2017-06-07T01:02:29Z,2017-06-07T01:02:32Z,2017-06-07T01:02:37Z,2017-06-07T01:03:00Z,2017-06-07T01:03:16Z,2017-06-07T01:03:59Z,2017-06-07T01:04:45Z,2017-06-07T01:05:36Z,2017-06-07T01:06:33Z,2017-06-07T01:07:25Z,2017-06-07T01:08:14Z
BYZPV4318L@gmail.com,1,1,1,1,1,1,0,1,0,1,1,2017-06-07T12:47:09Z,2017-06-07T12:47:24Z,2017-06-07T12:47:37Z,2017-06-07T12:47:55Z,2017-06-07T12:48:16Z,2017-06-07T12:48:59Z,2017-06-07T12:49:48Z,2017-06-07T12:50:41Z,2017-06-07T12:51:29Z,2017-06-07T12:52:20Z,2017-06-07T12:53:09Z
JAOKI3927R@gmail.com,0,1,1,1,1,1,0,1,0,1,1,2017-06-07T14:05:17Z,2017-06-07T14:05:33Z,2017-06-07T14:05:45Z,2017-06-07T14:06:01Z,2017-06-07T14:06:22Z,2017-06-07T14:07:14Z,2017-06-07T14:07:59Z,2017-06-07T14:08:42Z,2017-06-07T14:09:36Z,2017-06-07T14:10:30Z,2017-06-07T14:11:20Z
GJMBW2676L@gmail.com,1,0,0,1,1,1,0,1,1,1,0,2017-06-08T05:55:57Z,2017-06-08T05:56:05Z,2017-06-08T05:56:20Z,2017-06-08T05:56:47Z,2017-06-08T05:57:11Z,2017-06-08T05:57:51Z,2017-06-08T05:58:45Z,2017-06-08T05:59:38Z,2017-06-08T06:00:25Z,2017-06-08T06:01:13Z,2017-06-08T06:02:00Z
WUCGG4227B@gmail.com,1,1,0,1,1,1,1,1,1,1,0,2017-06-09T03:50:45Z,2017-06-09T03:50:55Z,2017-06-09T03:51:14Z,2017-06-09T03:51:34Z,2017-06-09T03:51:59Z,2017-06-09T03:52:38Z,2017-06-09T03:53:24Z,2017-06-09T03:54:05Z,2017-06-09T03:54:57Z,2017-06-09T03:55:41Z,2017-06-09T03:56:34Z
BKIOW0513J@gmail.com,0,1,1,0,1,1,1,1,1,1,1,2017-06-09T11:56:00Z,2017-06-09T11:56:11Z,2017-06-09T11:56:29Z,2017-06-09T11:56:54Z,2017-06-09T11:57:11Z,2017-06-09T11:58:04Z,2017-06-09T11:58:56Z,2017-06-09T11:59:47Z,2017-06-09T12:00:45Z,2017-06-09T12:01:41Z,2017-06-09T12:02:35Z
PHQLN7413A@gmail.com,1,1,1,1,1,1,1,1,1,1,1,2017-06-09T20:57:15Z,2017-06-09T20:57:25Z,2017-06-09T20:57:43Z,2017-06-09T20:58:01Z,2017-06-09T20:58:29Z,2017-06-09T20:59:15Z,2017-06-09T20:59:59Z,2017-06-09T21:00:48Z,2017-06-09T21:01:32Z,2017-06-09T21:02:22Z,2017-06-09T21:03:03Z
DZMNT3729B@gmail.com,1,1,1,1,0,1,0,1,0,1,1,2017-06-10T04:16:49Z,2017-06-10T04:16:56Z,2017-06-10T04:17:16Z,2017-06-10T04:17:31Z,2017-06-10T04:17:44Z,2017-06-10T04:18:27Z,2017-06-10T04:19:17Z,2017-06-10T04:20:06Z,2017-06-10T04:20:59Z,2017-06-10T04:21:44Z,2017-06-10T04:22:26Z
VDDTS4658H@gmail.com,1,1,1,1,1,1,0,1,0,1,1,2017-06-10T05:54:53Z,2017-06-10T05:55:05Z,2017-06-10T05:55:22Z,2017-06-10T05:55:44Z,2017-06-10T05:56:03Z,2017-06-10T05:56:51Z,2017-06-10T05:57:37Z,2017-06-10T05:58:37Z,2017-06-10T05:59:28Z,2017-06-10T06:00:23Z,2017-06-10T06:01:18Z
ADRXM8548M@gmail.com,1,0,0,1,1,1,1,0,1,1,1,2017-06-10T08:31:22Z,2017-06-10T08:31:33Z,2017-06-10T08:31:49Z,2017-06-10T08:32:13Z,2017-06-10T08:32:32Z,2017-06-10T08:33:21Z,2017-06-10T08:34:20Z,2017-06-10T08:35:13Z,2017-06-10T08:36:03Z,2017-06-10T08:37:06Z,2017-06-10T08:37:54Z
KMRZI6749V@gmail.com,1,1,1,1,1,1,1,1,1,1,1,2017-06-10T16:17:42Z,2017-06-10T16:17:50Z,2017-06-10T16:18:02Z,2017-06-10T16:18:22Z,2017-06-10T16:18:36Z,2017-06-10T16:19:20Z,2017-06-10T16:20:04Z,2017-06-10T16:20:57Z,2017-06-10T16:21:49Z,2017-06-10T16:22:40Z,2017-06-10T16:23:26Z
YLLRB3565Q@gmail.com,0,1,1,0,1,1,1,1,1,1,1,2017-06-10T19:26:05Z,2017-06-10T19:26:16Z,2017-06-10T19:26:39Z,2017-06-10T19:27:00Z,2017-06-10T19:27:19Z,2017-06-10T19:28:11Z,2017-06-10T19:28:56Z,2017-06-10T19:29:45Z,2017-06-10T19:30:35Z,2017-06-10T19:31:27Z,2017-06-10T19:32:16Z
NOGTD4258Z@gmail.com,1,1,1,1,1,1,0,1,1,1,0,2017-06-10T21:47:20Z,2017-06-10T21:47:30Z,2017-06-10T21:47:47Z,2017-06-10T21:48:09Z,2017-06-10T21:48:23Z,2017-06-10T21:49:12Z,2017-06-10T21:50:02Z,2017-06-10T21:50:50Z,2017-06-10T21:51:38Z,2017-06-10T21:52:31Z,2017-06-10T21:53:21Z
XGFPV9254M@gmail.com,1,1,1,1,0,1,0,1,0,0,1,2017-06-11T05:26:57Z,2017-06-11T05:27:02Z,2017-06-11T05:27:13Z,2017-06-11T05:27:35Z,2017-06-11T05:27:59Z,2017-06-11T05:28:48Z,2017-06-11T05:29:39Z,2017-06-11T05:30:27Z,2017-06-11T05:31:19Z,2017-06-11T05:32:04Z,2017-06-11T05:32:57Z
JJFSU7203Z@gmail.com,1,1,1,1,1,1,1,1,0,1,1,2017-06-11T07:27:00Z,2017-06-11T07:27:07Z,2017-06-11T07:27:17Z,2017-06-11T07:27:38Z,2017-06-11T07:27:56Z,2017-06-11T07:28:40Z,2017-06-11T07:29:36Z,2017-06-11T07:30:21Z,2017-06-11T07:31:12Z,2017-06-11T07:32:04Z,2017-06-11T07:32:51Z
PPLLQ1264K@gmail.com,0,0,1,1,1,1,1,1,1,1,0,2017-06-11T15:40:28Z,2017-06-11T15:40:39Z,2017-06-11T15:40:49Z,2017-06-11T15:41:02Z,2017-06-11T15:41:18Z,2017-06-11T15:42:01Z,2017-06-11T15:42:51Z,2017-06-11T15:43:39Z,2017-06-11T15:44:34Z,2017-06-11T15:45:26Z,2017-06-11T15:46:14Z
TGEJI0425L@gmail.com,0,0,0,1,0,1,1,0,1,1,1,2017-06-12T12:45:48Z,2017-06-12T12:45:46Z,2017-06-12T12:46:03Z,2017-06-12T12:46:23Z,2017-06-12T12:46:49Z,2017-06-12T12:47:29Z,2017-06-12T12:48:15Z,2017-06-12T12:49:03Z,2017-06-12T12:49:54Z,2017-06-12T12:50:41Z,2017-06-12T12:51:34Z
PDHRO0690J@gmail.com,0,0,1,1,0,1,0,1,1,1,1,2017-06-13T00:12:14Z,2017-06-13T00:12:23Z,2017-06-13T00:12:35Z,2017-06-13T00:12:54Z,2017-06-13T00:13:16Z,2017-06-13T00:14:06Z,2017-06-13T00:15:01Z,2017-06-13T00:15:50Z,2017-06-13T00:16:36Z,2017-06-13T00:17:20Z,2017-06-13T00:18:10Z
SRSUG4087E@gmail.com,1,0,1,1,1,1,0,0,0,1,1,2017-06-13T01:22:45Z,2017-06-13T01:22:52Z,2017-06-13T01:23:12Z,2017-06-13T01:23:32Z,2017-06-13T01:23:54Z,2017-06-13T01:24:40Z,2017-06-13T01:25:28Z,2017-06-13T01:26:22Z,2017-06-13T01:27:08Z,2017-06-13T01:27:55Z,2017-06-13T01:28:50Z
JEVNW9860X@gmail.com,1,1,1,1,0,0,1,1,1,1,0,2017-06-13T04:58:59Z,2017-06-13T04:59:10Z,2017-06-13T04:59:24Z,2017-06-13T04:59:43Z,2017-06-13T05:00:00Z,2017-06-13T05:00:48Z,2017-06-13T05:01:39Z,2017-06-13T05:02:31Z,2017-06-13T05:03:18Z,2017-06-13T05:04:09Z,2017-06-13T05:04:55Z
