email address,item01 score,item02 score,item03 score,item04 score,item05 score,item06 score,item07 score,item08 score,item09 score,item10 score,item11 score,item01 responded at,item02 responded at,item03 responded at,item04 responded at,item05 responded at,item06 responded at,item07 responded at,item08 responded at,item09 responded at,item10 responded at,item11 responded at
UTKIJ1509E@gmail.com,1,1,1,1,1,1,1,0,0,1,0,2017-08-01T04:34:09Z,2017-08-01T04:34:24Z,2017-08-01T04:34:41Z,2017-08-01T04:35:03Z,2017-08-01T04:35:23Z,2017-08-01T04:36:08Z,2017-08-01T04:37:03Z,2017-08-01T04:37:45Z,2017-08-01T04:38:39Z,2017-08-01T04:39:25Z,2017-08-01T04:40:15Z
UPXWZ8813U@gmail.com,0,1,1,1,1,1,0,1,1,1,0,2017-08-01T08:31:51Z,2017-08-01T08:31:57Z,2017-08-01T08:32:16Z,2017-08-01T08:32:40Z,2017-08-01T08:33:02Z,2017-08-01T08:33:48Z,2017-08-01T08:34:40Z,2017-08-01T08:35:36Z,2017-08-01T08:36:27Z,2017-08-01T08:37:19Z,2017-08-01T08:38:06Z
ECDEM7888E@gmail.com,0,0,0,0,1,1,0,1,1,1,0,2017-08-01T11:12:03Z,2017-08-01T11:12:07Z,2017-08-01T11:12:25Z,2017-08-01T11:12:40Z,2017-08-01T11:13:05Z,2017-08-01T11:13:54Z,2017-08-01T11:14:40Z,2017-08-01T11:15:26Z,2017-08-01T11:16:15Z,2017-08-01T11:16:59Z,2017-08-01T11:17:46Z
NWGDV0987P@gmail.com,1,0,1,1,0,1,1,0,0,1,0,2017-08-01T12:33:53Z,2017-08-01T12:34:00Z,2017-08-01T12:34:09Z,2017-08-01T12:34:34Z,2017-08-01T12:34:50Z,2017-08-01T12:35:43Z,2017-08-01T12:36:31Z,2017-08-01T12:37:25Z,2017-08-01T12:38:12Z,2017-08-01T12:39:05Z,2017-08-01T12:40:01Z
FTXHN4576J@gmail.com,0,0,1,1,1,1,1,1,1,1,0,2017-08-01T12:52:01Z,2017-08-01T12:52:13Z,2017-08-01T12:52:30Z,2017-08-01T12:52:51Z,2017-08-01T12:53:14Z,2017-08-01T12:53:55Z,2017-08-01T12:54:48Z,2017-08-01T12:55:44Z,2017-08-01T12:56:35Z,2017-08-01T12:57:25Z,2017-08-01T12:58:13Z
ITNWT9882E@gmail.com,1,1,1,1,1,1,0,0,1,1,0,2017-08-01T15:45:01Z,2017-08-01T15:45:12Z,2017-08-01T15:45:26Z,2017-08-01T15:45:47Z,2017-08-01T15:46:04Z,2017-08-01T15:46:52Z,2017-08-01T15:47:36Z,2017-08-01T15:48:24Z,2017-08-01T15:49:10Z,2017-08-01T15:49:58Z,2017-08-01T15:50:48Z
FANED5031A@gmail.com,0,1,1,1,1,1,1,1,1,1,1,2017-08-01T16:43:39Z,2017-08-01T16:43:52Z,2017-08-01T16:44:07Z,2017-08-01T16:44:20Z,2017-08-01T16:44:34Z,2017-08-01T16:45:25Z,2017-08-01T16:46:15Z,2017-08-01T16:47:00Z,2017-08-01T16:47:41Z,2017-08-01T16:48:29Z,2017-08-01T16:49:20Z
FQYJV1821Q@gmail.com,1,0,1,1,1,1,1,1,1,1,0,2017-08-02T02:22:19Z,2017-08-02T02:22:30Z,2017-08-02T02:22:48Z,2017-08-02T02:23:11Z,2017-08-02T02:23:37Z,2017-08-02T02:24:21Z,2017-08-02T02:25:12Z,2017-08-02T02:25:58Z,2017-08-02T02:26:48Z,2017-08-02T02:27:38Z,2017-08-02T02:28:34Z
DAVYO4155E@gmail.com,0,1,1,1,1,0,0,1,1,1,1,2017-08-02T08:36:00Z,2017-08-02T08:36:10Z,2017-08-02T08:36:22Z,2017-08-02T08:36:44Z,2017-08-02T08:37:01Z,2017-08-02T08:37:46Z,2017-08-02T08:38:35Z,2017-08-02T08:39:22Z,2017-08-02T08:40:10Z,2017-08-02T08:40:52Z,2017-08-02T08:41:43Z
IJEFL0871K@gmail.com,0,1,0,1,1,0,1,1,0,1,0,2017-08-02T12:29:58Z,2017-08-02T12:30:13Z,2017-08-02T12:30:35Z,2017-08-02T12:30:56Z,2017-08-02T12:31:15Z,2017-08-02T12:32:00Z,2017-08-02T12:32:51Z,2017-08-02T12:33:43Z,2017-08-02T12:34:38Z,2017-08-02T12:35:34Z,2017-08-02T12:36:31Z
BRIEQ5909Q@gmail.com,0,1,1,1,1,1,0,1,1,1,1,2017-08-02T14:36:30Z,2017-08-02T14:36:41Z,2017-08-02T14:36:57Z,2017-08-02T14:37:11Z,2017-08-02T14:37:26Z,2017-08-02T14:38:18Z,2017-08-02T14:39:14Z,2017-08-02T14:40:05Z,2017-08-02T14:40:54Z,2017-08-02T14:41:40Z,2017-08-02T14:42:24Z
JBDKB3414Z@gmail.com,1,1,0,1,0,1,0,0,1,1,0,2017-08-02T15:28:42Z,2017-08-02T15:28:57Z,2017-08-02T15:29:16Z,2017-08-02T15:29:41Z,2017-08-02T15:30:04Z,2017-08-02T15:30:55Z,2017-08-02T15:31:43Z,2017-08-02T15:32:31Z,2017-08-02T15:33:28Z,2017-08-02T15:34:18Z,2017-08-02T15:35:05Z
GFQZO4207H@gmail.com,1,0,1,1,1,1,0,1,0,1,0,2017-08-02T16:06:21Z,2017-08-02T16:06:26Z,2017-08-02T16:06:43Z,2017-08-02T16:07:11Z,2017-08-02T16:07:26Z,2017-08-02T16:08:05Z,2017-08-02T16:08:52Z,2017-08-02T16:09:34Z,2017-08-02T16:10:22Z,2017-08-02T16:11:13Z,2017-08-02T16:12:00Z
KPLPN4382B@gmail.com,1,0,0,1,1,1,1,1,1,1,0,2017-08-02T16:36:33Z,2017-08-02T16:36:48Z,2017-08-02T16:37:07Z,2017-08-02T16:37:17Z,2017-08-02T16:37:33Z,2017-08-02T16:38:18Z,2017-08-02T16:39:09Z,2017-08-02T16:39:54Z,2017-08-02T16:40:49Z,2017-08-02T16:41:44Z,2017-08-02T16:42:28Z
XRSUA4670N@gmail.com,0,1,1,0,1,1,1,1,1,1,0,2017-08-02T18:09:53Z,2017-08-02T18:10:00Z,2017-08-02T18:10:17Z,2017-08-02T18:10:38Z,2017-08-02T18:10:53Z,2017-08-02T18:11:33Z,2017-08-02T18:12:29Z,2017-08-02T18:13:21Z,2017-08-02T18:14:07Z,2017-08-02T18:14:58Z,2017-08-02T18:15:43Z
VQGTN2070F@gmail.com,1,0,1,1,1,1,1,1,1,1,0,2017-08-02T22:06:01Z,2017-08-02T22:06:07Z,2017-08-02T22:06:24Z,2017-08-02T22:06:46Z,2017-08-02T22:07:06Z,2017-08-02T22:07:53Z,2017-08-02T22:08:42Z,2017-08-02T22:09:38Z,2017-08-02T22:10:27Z,2017-08-02T22:11:19Z,2017-08-02T22:12:15Z
WHGTB4681C@gmail.com,0,1,1,1,1,1,1,1,1,1,1,2017-08-03T08:00:57Z,2017-08-03T08:01:11Z,2017-08-03T08:01:25Z,2017-08-03T08:01:52Z,2017-08-03T08:02:19Z,2017-08-03T08:03:04Z,2017-08-03T08:03:53Z,2017-08-03T08:04:39Z,2017-08-03T08:05:35Z,2017-08-03T08:06:30Z,2017-08-03T08:07:24Z
NDUUR9603H@gmail.com,0,1,1,1,0,1,1,1,0,1,0,2017-08-03T13:41:24Z,2017-08-03T13:41:32Z,2017-08-03T13:41:55Z,2017-08-03T13:42:18Z,2017-08-03T13:42:39Z,2017-08-03T13:43:25Z,2017-08-03T13:44:14Z,2017-08-03T13:44:59Z,2017-08-03T13:45:46Z,2017-08-03T13:46:42Z,2017-08-03T13:47:35Z
IPXRS7337J@gmail.com,0,1,1,1,0,1,1,1,1,1,0,2017-08-03T15:07:19Z,2017-08-03T15:07:32Z,2017-08-03T15:07:46Z,2017-08-03T15:08:02Z,2017-08-03T15:08:23Z,2017-08-03T15:09:09Z,2017-08-03T15:10:03Z,2017-08-03T15:10:52Z,2017-08-03T15:11:40Z,2017-08-03T15:12:23Z,2017-08-03T15:13:08Z
UPQQY8595I@gmail.com,1,1,1,1,1,1,1,0,1,1,1,2017-08-03T16:53:39Z,2017-08-03T16:53:50Z,2017-08-03T16:54:02Z,2017-08-03T16:54:22Z,2017-08-03T16:54:47Z,2017-08-03T16:55:33Z,2017-08-03T16:56:27Z,2017-08-03T16:57:18Z,2017-08-03T16:58:11Z,2017-08-03T16:58:57Z,2017-08-03T16:59:48Z
FDWGC4708G@gmail.com,1,1,1,1,1,1,1,1,1,0,1,2017-08-04T00:09:50Z,2017-08-04T00:09:59Z,2017-08-04T00:10:12Z,2017-08-04T00:10:26Z,2017-08-04T00:10:46Z,2017-08-04T00:11:31Z,2017-08-04T00:12:16Z,2017-08-04T00:13:14Z,2017-08-04T00:14:01Z,2017-08-04T00:14:46Z,2017-08-04T00:15:33Z
VGCXM6138O@gmail.com,1,0,1,1,0,1,1,1,1,1,1,2017-08-04T11:55:41Z,2017-08-04T11:55:42Z,2017-08-04T11:55:59Z,2017-08-04T11:56:12Z,2017-08-04T11:56:31Z,2017-08-04T11:57:22Z,2017-08-04T11:58:04Z,2017-08-04T11:58:51Z,2017-08-04T11:59:34Z,2017-08-04T12:00:25Z,2017-08-04T12:01:10Z
FYPMM8353A@gmail.com,1,0,1,1,1,1,1,0,1,1,0,2017-08-04T18:10:35Z,2017-08-04T18:10:46Z,2017-08-04T18:11:13Z,2017-08-04T18:11:25Z,2017-08-04T18:11:43Z,2017-08-04T18:12:26Z,2017-08-04T18:13:10Z,2017-08-04T18:14:04Z,2017-08-04T18:14:51Z,2017-08-04T18:15:36Z,2017-08-04T18:16:26Z
IOETV2344N@gmail.com,1,0,1,1,1,1,1,1,1,1,0,2017-08-05T16:29:11Z,2017-08-05T16:29:17Z,2017-08-05T16:29:30Z,2017-08-05T16:29:53Z,2017-08-05T16:30:17Z,2017-08-05T16:31:02Z,2017-08-05T16:31:51Z,2017-08-05T16:32:42Z,2017-08-05T16:33:38Z,2017-08-05T16:34:25Z,2017-08-05T16:35:11Z
WGBIA4052Y@gmail.com,1,0,0,0,1,1,1,0,1,0,1,2017-08-06T02:15:11Z,2017-08-06T02:15:18Z,2017-08-06T02:15:41Z,2017-08-06T02:16:01Z,2017-08-06T02:16:16Z,2017-08-06T02:17:02Z,2017-08-06T02:17:51Z,2017-08-06T02:18:44Z,2017-08-06T02:19:34Z,2017-08-06T02:20:24Z,2017-08-06T02:21:16Z
TZLGQ2186O@gmail.com,1,0,0,1,1,1,1,1,1,1,0,2017-08-06T10:10:38Z,2017-08-06T10:10:50Z,2017-08-06T10:11:10Z,2017-08-06T10:11:29Z,2017-08-06T10:11:43Z,2017-08-06T10:12:26Z,2017-08-06T10:13:13Z,2017-08-06T10:14:03Z,2017-08-06T10:15:05Z,2017-08-06T10:15:55Z,2017-08-06T10:16:48Z
NSDUU8650E@gmail.com,1,1,1,0,1,1,1,1,0,1,0,2017-08-06T12:16:35Z,2017-08-06T12:16:44Z,2017-08-06T12:17:04Z,2017-08-06T12:17:23Z,2017-08-06T12:17:43Z,2017-08-06T12:18:30Z,2017-08-06T12:19:15Z,2017-08-06T12:20:10Z,2017-08-06T12:21:03Z,2017-08-06T12:21:53Z,2017-08-06T12:22:44Z
VIKNZ8532R@gmail.com,1,1,1,1,1,1,1,0,0,1,0,2017-08-06T18:28:00Z,2017-08-06T18:28:10Z,2017-08-06T18:28:23Z,2017-08-06T18:28:47Z,2017-08-06T18:29:09Z,2017-08-06T18:29:51Z,2017-08-06T18:30:40Z,2017-08-06T18:31:28Z,2017-08-06T18:32:25Z,2017-08-06T18:33:20Z,2017-08-06T18:34:13Z
ZYOIJ2808Z@gmail.com,1,1,1,1,1,1,1,1,0,1,0,2017-08-06T21:16:03Z,2017-08-06T21:16:15Z,2017-08-06T21:16:26Z,2017-08-06T21:16:41Z,2017-08-06T21:17:08Z,2017-08-06T21:17:52Z,2017-08-06T21:18:38Z,2017-08-06T21:19:32Z,2017-08-06T21:20:19Z,2017-08-06T21:21:08Z,2017-08-06T21:21:57Z
FNUVA5346I@gmail.com,1,1,0,1,0,1,1,1,1,0,1,2017-08-07T03:14:21Z,2017-08-07T03:14:36Z,2017-08-07T03:14:49Z,2017-08-07T03:15:07Z,2017-08-07T03:15:22Z,2017-08-07T03:16:04Z,2017-08-07T03:17:00Z,2017-08-07T03:17:52Z,2017-08-07T03:18:36Z,2017-08-07T03:19:28Z,2017-08-07T03:20:19Z
PBVHI1554X@gmail.com,0,1,1,1,1,1,1,1,1,1,0,2017-08-07T07:44:14Z,2017-08-07T07:44:27Z,2017-08-07T07:44:41Z,2017-08-07T07:45:03Z,2017-08-07T07:45:18Z,2017-08-07T07:46:04Z,2017-08-07T07:46:54Z,2017-08-07T07:47:38Z,2017-08-07T07:48:32Z,2017-08-07T07:49:19Z,2017-08-07T07:50:08Z
XCGVY6817O@gmail.com,0,1,1,1,0,1,1,0,1,1,0,2017-08-07T09:52:26Z,2017-08-07T09:52:34Z,2017-08-07T09:52:44Z,2017-08-07T09:52:58Z,2017-08-07T09:53:16Z,2017-08-07T09:53:59Z,2017-08-07T09:54:49Z,2017-08-07T09:55:39Z,2017-08-07T09:56:23Z,2017-08-07T09:57:12Z,2017-08-07T09:57:56Z
JUOXO9053O@gmail.com,0,1,1,0,1,1,0,1,1,0,0,2017-08-07T10:20:38Z,2017-08-07T10:20:45Z,2017-08-07T10:20:57Z,2017-08-07T10:21:15Z,2017-08-07T10:21:23Z,2017-08-07T10:22:14Z,2017-08-07T10:23:07Z,2017-08-07T10:23:58Z,2017-08-07T10:24:48Z,2017-08-07T10:25:42Z,2017-08-07T10:26:36Z
CZAVS0053M@gmail.com,0,1,1,1,1,1,0,1,1,1,0,2017-08-07T20:23:16Z,2017-08-07T20:23:20Z,2017-08-07T20:23:33Z,2017-08-07T20:23:55Z,2017-08-07T20:24:10Z,2017-08-07T20:24:50Z,2017-08-07T20:25:40Z,2017-08-07T20:26:30Z,2017-08-07T20:27:25Z,2017-08-07T20:28:16Z,2017-08-07T20:29:06Z
BYZPV4318L@gmail.com,1,0,1,1,1,1,1,1,0,1,1,2017-08-07T23:30:26Z,2017-08-07T23:30:33Z,2017-08-07T23:30:44Z,2017-08-07T23:31:07Z,2017-08-07T23:31:34Z,2017-08-07T23:32:23Z,2017-08-07T23:33:17Z,2017-08-07T23:34:07Z,2017-08-07T23:34:50Z,2017-08-07T23:35:38Z,2017-08-07T23:36:31Z
