email address,item01 score,item02 score,item03 score,item04 score,item05 score,item06 score,item07 score,item08 score,item09 score,item10 score,item11 score,item01 responded at,item02 responded at,item03 responded at,item04 responded at,item05 responded at,item06 responded at,item07 responded at,item08 responded at,item09 responded at,item10 responded at,item11 responded at
UTKIJ1509E@gmail.com,0,1,1,1,1,0,1,1,0,1,0,2017-12-01T02:26:59Z,2017-12-01T02:27:09Z,2017-12-01T02:27:29Z,2017-12-01T02:27:50Z,2017-12-01T02:28:07Z,2017-12-01T02:28:50Z,2017-12-01T02:29:41Z,2017-12-01T02:30:30Z,2017-12-01T02:31:20Z,2017-12-01T02:32:08Z,2017-12-01T02:33:02Z
UPXWZ8813U@gmail.com,0,1,1,1,1,1,0,1,1,1,1,2017-12-01T09:32:14Z,2017-12-01T09:32:26Z,2017-12-01T09:32:37Z,2017-12-01T09:33:02Z,2017-12-01T09:33:27Z,2017-12-01T09:34:13Z,2017-12-01T09:34:56Z,2017-12-01T09:35:42Z,2017-12-01T09:36:27Z,2017-12-01T09:37:12Z,2017-12-01T09:38:05Z
ECDEM7888E@gmail.com,1,1,1,0,1,1,0,1,0,1,1,2017-12-01T15:10:33Z,2017-12-01T15:10:36Z,2017-12-01T15:10:52Z,2017-12-01T15:11:08Z,2017-12-01T15:11:28Z,2017-12-01T15:12:08Z,2017-12-01T15:13:02Z,2017-12-01T15:13:55Z,2017-12-01T15:14:51Z,2017-12-01T15:15:41Z,2017-12-01T15:16:31Z
NWGDV0987P@gmail.com,1,1,1,0,1,1,1,1,1,1,1,2017-12-01T15:32:35Z,2017-12-01T15:32:39Z,2017-12-01T15:32:53Z,2017-12-01T15:33:14Z,2017-12-01T15:33:36Z,2017-12-01T15:34:23Z,2017-12-01T15:35:16Z,2017-12-01T15:36:09Z,2017-12-01T15:36:55Z,2017-12-01T15:37:47Z,2017-12-01T15:38:39Z
FTXHN4576J@gmail.com,0,1,1,0,1,1,0,1,1,0,1,2017-12-01T17:41:31Z,2017-12-01T17:41:37Z,2017-12-01T17:41:59Z,2017-12-01T17:42:20Z,2017-12-01T17:42:41Z,2017-12-01T17:43:27Z,2017-12-01T17:44:18Z,2017-12-01T17:45:08Z,2017-12-01T17:45:55Z,2017-12-01T17:46:47Z,2017-12-01T17:47:36Z
ITNWT9882E@gmail.com,1,0,0,1,1,0,1,1,0,1,0,2017-12-01T23:04:26Z,2017-12-01T23:04:40Z,2017-12-01T23:04:53Z,2017-12-01T23:05:09Z,2017-12-01T23:05:29Z,2017-12-01T23:06:14Z,2017-12-01T23:06:57Z,2017-12-01T23:07:53Z,2017-12-01T23:08:38Z,2017-12-01T23:09:27Z,2017-12-01T23:10:23Z
FANED5031A@gmail.com,1,0,0,1,0,1,1,1,0,1,1,2017-12-02T03:42:30Z,2017-12-02T03:42:35Z,2017-12-02T03:42:54Z,2017-12-02T03:43:12Z,2017-12-02T03:43:33Z,2017-12-02T03:44:22Z,2017-12-02T03:45:12Z,2017-12-02T03:46:04Z,2017-12-02T03:46:42Z,2017-12-02T03:47:31Z,2017-12-02T03:48:20Z
FQYJV1821Q@gmail.com,1,1,1,1,1,1,1,1,1,1,0,2017-12-02T13:20:11Z,2017-12-02T13:20:28Z,2017-12-02T13:20:44Z,2017-12-02T13:20:56Z,2017-12-02T13:21:10Z,2017-12-02T13:21:55Z,2017-12-02T13:22:42Z,2017-12-02T13:23:37Z,2017-12-02T13:24:21Z,2017-12-02T13:25:12Z,2017-12-02T13:26:02Z
DAVYO4155E@gmail.com,1,1,0,0,1,1,1,1,1,0,0,2017-12-02T20:56:28Z,2017-12-02T20:56:41Z,2017-12-02T20:56:50Z,2017-12-02T20:57:02Z,2017-12-02T20:57:26Z,2017-12-02T20:58:09Z,2017-12-02T20:58:57Z,2017-12-02T20:59:48Z,2017-12-02T21:00:42Z,2017-12-02T21:01:29Z,2017-12-02T21:02:24Z
IJEFL0871K@gmail.com,0,1,1,1,0,1,1,1,0,1,1,2017-12-03T06:19:45Z,2017-12-03T06:19:55Z,2017-12-03T06:20:07Z,2017-12-03T06:20:24Z,2017-12-03T06:20:49Z,2017-12-03T06:21:29Z,2017-12-03T06:22:12Z,2017-12-03T06:23:07Z,2017-12-03T06:23:55Z,2017-12-03T06:24:46Z,2017-12-03T06:25:32Z
BRIEQ5909Q@gmail.com,1,0,1,0,0,0,1,1,0,1,1,2017-12-03T15:26:41Z,2017-12-03T15:26:48Z,2017-12-03T15:26:58Z,2017-12-03T15:27:19Z,2017-12-03T15:27:41Z,2017-12-03T15:28:26Z,2017-12-03T15:29:23Z,2017-12-03T15:30:14Z,2017-12-03T15:31:04Z,2017-12-03T15:31:59Z,2017-12-03T15:32:51Z
JBDKB3414Z@gmail.com,1,1,1,1,1,0,0,1,1,1,1,2017-12-03T16:42:02Z,2017-12-03T16:42:15Z,2017-12-03T16:42:25Z,2017-12-03T16:42:43Z,2017-12-03T16:42:58Z,2017-12-03T16:43:39Z,2017-12-03T16:44:26Z,2017-12-03T16:45:12Z,2017-12-03T16:46:11Z,2017-12-03T16:47:00Z,2017-12-03T16:47:47Z
GFQZO4207H@gmail.com,1,1,1,1,0,1,1,1,0,1,1,2017-12-03T19:14:17Z,2017-12-03T19:14:22Z,2017-12-03T19:14:37Z,2017-12-03T19:14:58Z,2017-12-03T19:15:12Z,2017-12-03T19:15:58Z,2017-12-03T19:16:53Z,2017-12-03T19:17:46Z,2017-12-03T19:18:37Z,2017-12-03T19:19:27Z,2017-12-03T19:20:18Z
KPLPN4382B@gmail.com,1,0,1,1,1,0,0,0,1,0,1,2017-12-03T23:25:49Z,2017-12-03T23:26:04Z,2017-12-03T23:26:11Z,2017-12-03T23:26:31Z,2017-12-03T23:27:00Z,2017-12-03T23:27:36Z,2017-12-03T23:28:17Z,2017-12-03T23:28:59Z,2017-12-03T23:29:55Z,2017-12-03T23:30:44Z,2017-12-03T23:31:28Z
XRSUA4670N@gmail.com,1,0,0,1,1,0,1,0,0,1,1,2017-12-04T12:25:19Z,2017-12-04T12:25:29Z,2017-12-04T12:25:41Z,2017-12-04T12:25:59Z,2017-12-04T12:26:14Z,2017-12-04T12:27:01Z,2017-12-04T12:27:48Z,2017-12-04T12:28:37Z,2017-12-04T12:29:22Z,2017-12-04T12:30:18Z,2017-12-04T12:31:03Z
VQGTN2070F@gmail.com,1,1,1,1,0,1,1,0,0,1,1,2017-12-04T12:45:50Z,2017-12-04T12:45:56Z,2017-12-04T12:46:10Z,2017-12-04T12:46:29Z,2017-12-04T12:46:51Z,2017-12-04T12:47:41Z,2017-12-04T12:48:28Z,2017-12-04T12:49:15Z,2017-12-04T12:50:11Z,2017-12-04T12:50:54Z,2017-12-04T12:51:40Z
WHGTB4681C@gmail.com,1,0,1,1,0,1,0,1,0,0,0,2017-12-05T02:49:53Z,2017-12-05T02:50:06Z,2017-12-05T02:50:19Z,2017-12-05T02:50:45Z,2017-12-05T02:51:07Z,2017-12-05T02:51:53Z,2017-12-05T02:52:41Z,2017-12-05T02:53:27Z,2017-12-05T02:54:14Z,2017-12-05T02:55:08Z,2017-12-05T02:56:01Z
NDUUR9603H@gmail.com,1,1,0,1,1,1,1,1,1,1,1,2017-12-05T05:55:32Z,2017-12-05T05:55:46Z,2017-12-05T05:55:59Z,2017-12-05T05:56:14Z,2017-12-05T05:56:34Z,2017-12-05T05:57:23Z,2017-12-05T05:58:20Z,2017-12-05T05:59:05Z,2017-12-05T05:59:57Z,2017-12-05T06:00:46Z,2017-12-05T06:01:43Z
IPXRS7337J@gmail.com,1,0,0,1,1,1,0,1,1,1,1,2017-12-05T15:23:30Z,2017-12-05T15:23:43Z,2017-12-05T15:24:00Z,2017-12-05T15:24:19Z,2017-12-05T15:24:39Z,2017-12-05T15:25:24Z,2017-12-05T15:26:11Z,2017-12-05T15:27:06Z,2017-12-05T15:27:59Z,2017-12-05T15:28:50Z,2017-12-05T15:29:40Z
UPQQY8595I@gmail.com,1,1,1,1,1,1,1,1,1,1,1,2017-12-06T02:06:32Z,2017-12-06T02:06:42Z,2017-12-06T02:06:53Z,2017-12-06T02:07:07Z,2017-12-06T02:07:31Z,2017-12-06T02:08:10Z,2017-12-06T02:08:56Z,2017-12-06T02:09:42Z,2017-12-06T02:10:33Z,2017-12-06T02:11:27Z,2017-12-06T02:12:16Z
FDWGC4708G@gmail.com,0,1,1,1,1,1,1,1,1,1,0,2017-12-06T13:30:12Z,2017-12-06T13:30:28Z,2017-12-06T13:30:44Z,2017-12-06T13:31:04Z,2017-12-06T13:31:31Z,2017-12-06T13:32:09Z,2017-12-06T13:32:51Z,2017-12-06T13:33:46Z,2017-12-06T13:34:36Z,2017-12-06T13:35:29Z,2017-12-06T13:36:11Z
VGCXM6138O@gmail.com,1,0,0,1,1,1,0,1,1,1,0,2017-12-06T19:17:32Z,2017-12-06T19:17:46Z,2017-12-06T19:18:07Z,2017-12-06T19:18:26Z,2017-12-06T19:18:44Z,2017-12-06T19:19:28Z,2017-12-06T19:20:23Z,2017-12-06T19:21:20Z,2017-12-06T19:22:05Z,2017-12-06T19:22:50Z,2017-12-06T19:23:44Z
FYPMM8353A@gmail.com,1,0,0,1,0,1,1,1,0,0,0,2017-12-07T01:41:30Z,2017-12-07T01:41:40Z,2017-12-07T01:41:54Z,2017-12-07T01:42:14Z,2017-12-07T01:42:33Z,2017-12-07T01:43:19Z,2017-12-07T01:44:10Z,2017-12-07T01:44:59Z,2017-12-07T01:45:50Z,2017-12-07T01:46:45Z,2017-12-07T01:47:32Z
IOETV2344N@gmail.com,1,1,0,1,1,1,1,0,0,1,1,2017-12-07T05:24:47Z,2017-12-07T05:24:58Z,2017-12-07T05:25:13Z,2017-12-07T05:25:34Z,2017-12-07T05:26:01Z,2017-12-07T05:26:44Z,2017-12-07T05:27:33Z,2017-12-07T05:28:21Z,2017-12-07T05:29:06Z,2017-12-07T05:29:53Z,2017-12-07T05:30:41Z
WGBIA4052Y@gmail.com,1,1,1,1,1,1,1,1,1,1,0,2017-12-07T07:08:32Z,2017-12-07T07:08:36Z,2017-12-07T07:08:50Z,2017-12-07T07:09:12Z,2017-12-07T07:09:35Z,2017-12-07T07:10:18Z,2017-12-07T07:11:11Z,2017-12-07T07:12:02Z,2017-12-07T07:13:03Z,2017-12-07T07:13:52Z,2017-12-07T07:14:40Z
TZLGQ2186O@gmail.com,0,0,1,0,0,1,0,1,0,1,1,2017-12-08T06:52:50Z,2017-12-08T06:53:01Z,2017-12-08T06:53:13Z,2017-12-08T06:53:35Z,2017-12-08T06:53:51Z,2017-12-08T06:54:30Z,2017-12-08T06:55:20Z,2017-12-08T06:56:08Z,2017-12-08T06:56:59Z,2017-12-08T06:57:48Z,2017-12-08T06:58:37Z
