email address,item01 score,item02 score,item03 score,item04 score,item05 score,item06 score,item07 score,item08 score,item09 score,item10 score,item11 score,item01 responded at,item02 responded at,item03 responded at,item04 responded at,item05 responded at,item06 responded at,item07 responded at,item08 responded at,item09 responded at,item10 responded at,item11 responded at
UTKIJ1509E@gmail.com,0,1,1,1,1,0,1,1,0,1,0,2017-07-01T14:31:57Z,2017-07-01T14:32:05Z,2017-07-01T14:32:21Z,2017-07-01T14:32:40Z,2017-07-01T14:32:59Z,2017-07-01T14:33:38Z,2017-07-01T14:34:25Z,2017-07-01T14:35:18Z,2017-07-01T14:36:01Z,2017-07-01T14:36:48Z,2017-07-01T14:37:42Z
UPXWZ8813U@gmail.com,1,1,1,1,0,1,1,0,0,1,0,2017-07-01T21:22:16Z,2017-07-01T21:22:28Z,2017-07-01T21:22:49Z,2017-07-01T21:23:07Z,2017-07-01T21:23:29Z,2017-07-01T21:24:18Z,2017-07-01T21:25:00Z,2017-07-01T21:25:57Z,2017-07-01T21:26:43Z,2017-07-01T21:27:27Z,2017-07-01T21:28:22Z
ECDEM7888E@gmail.com,1,0,1,1,1,1,0,1,1,1,0,2017-07-02T00:42:34Z,2017-07-02T00:42:39Z,2017-07-02T00:42:52Z,2017-07-02T00:43:17Z,2017-07-02T00:43:42Z,2017-07-02T00:44:22Z,2017-07-02T00:45:12Z,2017-07-02T00:45:55Z,2017-07-02T00:46:45Z,2017-07-02T00:47:32Z,2017-07-02T00:48:26Z
NWGDV0987P@gmail.com,0,0,1,1,0,1,1,1,1,0,0,2017-07-02T04:35:56Z,2017-07-02T04:36:07Z,2017-07-02T04:36:24Z,2017-07-02T04:36:42Z,2017-07-02T04:37:05Z,2017-07-02T04:38:01Z,2017-07-02T04:38:51Z,2017-07-02T04:39:41Z,2017-07-02T04:40:30Z,2017-07-02T04:41:24Z,2017-07-02T04:42:16Z
FTXHN4576J@gmail.com,1,1,0,0,1,1,1,1,0,0,0,2017-07-03T07:22:05Z,2017-07-03T07:22:11Z,2017-07-03T07:22:27Z,2017-07-03T07:22:43Z,2017-07-03T07:23:05Z,2017-07-03T07:23:46Z,2017-07-03T07:24:36Z,2017-07-03T07:25:27Z,2017-07-03T07:26:11Z,2017-07-03T07:27:12Z,2017-07-03T07:28:01Z
ITNWT9882E@gmail.com,1,1,1,0,1,1,0,1,0,1,1,2017-07-03T07:22:44Z,2017-07-03T07:22:54Z,2017-07-03T07:23:09Z,2017-07-03T07:23:26Z,2017-07-03T07:23:43Z,2017-07-03T07:24:24Z,2017-07-03T07:25:16Z,2017-07-03T07:26:15Z,2017-07-03T07:27:01Z,2017-07-03T07:27:50Z,2017-07-03T07:28:47Z
FANED5031A@gmail.com,1,1,0,0,0,1,1,0,1,1,1,2017-07-03T16:53:56Z,2017-07-03T16:54:03Z,2017-07-03T16:54:16Z,2017-07-03T16:54:37Z,2017-07-03T16:54:55Z,2017-07-03T16:55:35Z,2017-07-03T16:56:28Z,2017-07-03T16:57:17Z,2017-07-03T16:58:06Z,2017-07-03T16:58:56Z,2017-07-03T16:59:40Z
FQYJV1821Q@gmail.com,0,0,1,0,0,1,0,1,0,1,0,2017-07-03T22:07:07Z,2017-07-03T22:07:22Z,2017-07-03T22:07:40Z,2017-07-03T22:07:58Z,2017-07-03T22:08:17Z,2017-07-03T22:09:07Z,2017-07-03T22:09:59Z,2017-07-03T22:10:46Z,2017-07-03T22:11:40Z,2017-07-03T22:12:32Z,2017-07-03T22:13:18Z
DAVYO4155E@gmail.com,1,0,1,0,1,1,1,1,1,1,0,2017-07-05T01:12:14Z,2017-07-05T01:12:29Z,2017-07-05T01:12:40Z,2017-07-05T01:13:02Z,2017-07-05T01:13:28Z,2017-07-05T01:14:16Z,2017-07-05T01:15:05Z,2017-07-05T01:15:54Z,2017-07-05T01:16:47Z,2017-07-05T01:17:33Z,2017-07-05T01:18:21Z
IJEFL0871K@gmail.com,0,0,0,0,1,0,1,0,1,1,0,2017-07-05T02:45:12Z,2017-07-05T02:45:22Z,2017-07-05T02:45:37Z,2017-07-05T02:45:52Z,2017-07-05T02:46:13Z,2017-07-05T02:46:59Z,2017-07-05T02:47:58Z,2017-07-05T02:48:42Z,2017-07-05T02:49:35Z,2017-07-05T02:50:27Z,2017-07-05T02:51:16Z
