email address,item01 score,item02 score,item03 score,item04 score,item05 score,item06 score,item07 score,item08 score,item09 score,item10 score,item11 score,item01 responded at,item02 responded at,item03 responded at,item04 responded at,item05 responded at,item06 responded at,item07 responded at,item08 responded at,item09 responded at,item10 responded at,item11 responded at
UTKIJ1509E@gmail.com,1,0,0,0,1,1,1,0,0,1,1,2017-09-01T09:59:54Z,2017-09-01T10:00:08Z,2017-09-01T10:00:20Z,2017-09-01T10:00:37Z,2017-09-01T10:00:45Z,2017-09-01T10:01:30Z,2017-09-01T10:02:16Z,2017-09-01T10:03:02Z,2017-09-01T10:03:52Z,2017-09-01T10:04:38Z,2017-09-01T10:05:26Z
UPXWZ8813U@gmail.com,0,1,1,1,1,1,1,1,1,1,1,2017-09-01T13:42:10Z,2017-09-01T13:42:22Z,2017-09-01T13:42:38Z,2017-09-01T13:43:02Z,2017-09-01T13:43:19Z,2017-09-01T13:44:11Z,2017-09-01T13:45:02Z,2017-09-01T13:45:55Z,2017-09-01T13:46:49Z,2017-09-01T13:47:37Z,2017-09-01T13:48:32Z
ECDEM7888E@gmail.com,0,1,1,1,1,1,0,0,1,1,1,2017-09-01T17:20:57Z,2017-09-01T17:21:05Z,2017-09-01T17:21:17Z,2017-09-01T17:21:39Z,2017-09-01T17:21:56Z,2017-09-01T17:22:42Z,2017-09-01T17:23:35Z,2017-09-01T17:24:20Z,2017-09-01T17:25:14Z,2017-09-01T17:26:06Z,2017-09-01T17:26:57Z
NWGDV0987P@gmail.com,0,0,0,1,1,1,1,1,1,1,1,2017-09-02T06:51:55Z,2017-09-02T06:52:04Z,2017-09-02T06:52:14Z,2017-09-02T06:52:37Z,2017-09-02T06:52:47Z,2017-09-02T06:53:32Z,2017-09-02T06:54:22Z,2017-09-02T06:55:06Z,2017-09-02T06:55:57Z,2017-09-02T06:56:55Z,2017-09-02T06:57:46Z
FTXHN4576J@gmail.com,1,0,1,1,1,1,0,1,1,0,0,2017-09-02T22:56:28Z,2017-09-02T22:56:38Z,2017-09-02T22:56:54Z,2017-09-02T22:57:11Z,2017-09-02T22:57:30Z,2017-09-02T22:58:21Z,2017-09-02T22:59:09Z,2017-09-02T22:59:58Z,2017-09-02T23:00:46Z,2017-09-02T23:01:38Z,2017-09-02T23:02:29Z
ITNWT9882E@gmail.com,1,0,1,1,1,1,1,0,1,1,0,2017-09-03T04:01:58Z,2017-09-03T04:02:05Z,2017-09-03T04:02:27Z,2017-09-03T04:02:47Z,2017-09-03T04:03:07Z,2017-09-03T04:03:48Z,2017-09-03T04:04:36Z,2017-09-03T04:05:22Z,2017-09-03T04:06:10Z,2017-09-03T04:06:58Z,2017-09-03T04:07:42Z
FANED5031A@gmail.com,0,1,1,1,1,1,0,0,1,1,0,2017-09-03T06:07:22Z,2017-09-03T06:07:34Z,2017-09-03T06:07:57Z,2017-09-03T06:08:25Z,2017-09-03T06:08:56Z,2017-09-03T06:09:43Z,2017-09-03T06:10:36Z,2017-09-03T06:11:24Z,2017-09-03T06:12:18Z,2017-09-03T06:13:08Z,2017-09-03T06:13:57Z
FQYJV1821Q@gmail.com,1,1,1,0,1,1,1,1,0,0,1,2017-09-03T07:02:15Z,2017-09-03T07:02:31Z,2017-09-03T07:02:52Z,2017-09-03T07:03:11Z,2017-09-03T07:03:35Z,2017-09-03T07:04:20Z,2017-09-03T07:05:11Z,2017-09-03T07:05:59Z,2017-09-03T07:06:53Z,2017-09-03T07:07:44Z,2017-09-03T07:08:24Z
DAVYO4155E@gmail.com,1,0,1,1,1,1,1,1,0,1,1,2017-09-03T11:55:09Z,2017-09-03T11:55:18Z,2017-09-03T11:55:24Z,2017-09-03T11:55:34Z,2017-09-03T11:55:56Z,2017-09-03T11:56:42Z,2017-09-03T11:57:29Z,2017-09-03T11:58:13Z,2017-09-03T11:59:07Z,2017-09-03T11:59:59Z,2017-09-03T12:00:44Z
IJEFL0871K@gmail.com,1,0,0,1,1,1,1,1,1,1,0,2017-09-03T15:11:02Z,2017-09-03T15:11:06Z,2017-09-03T15:11:17Z,2017-09-03T15:11:39Z,2017-09-03T15:11:57Z,2017-09-03T15:12:46Z,2017-09-03T15:13:46Z,2017-09-03T15:14:36Z,2017-09-03T15:15:26Z,2017-09-03T15:16:16Z,2017-09-03T15:17:09Z
BRIEQ5909Q@gmail.com,1,1,1,1,1,1,1,1,1,1,1,2017-09-04T15:08:04Z,2017-09-04T15:08:11Z,2017-09-04T15:08:28Z,2017-09-04T15:08:46Z,2017-09-04T15:09:07Z,2017-09-04T15:09:53Z,2017-09-04T15:10:49Z,2017-09-04T15:11:43Z,2017-09-04T15:12:26Z,2017-09-04T15:13:23Z,2017-09-04T15:14:11Z
JBDKB3414Z@gmail.com,0,0,1,0,0,1,0,1,1,1,1,2017-09-04T21:12:02Z,2017-09-04T21:12:13Z,2017-09-04T21:12:30Z,2017-09-04T21:12:55Z,2017-09-04T21:13:19Z,2017-09-04T21:14:05Z,2017-09-04T21:14:57Z,2017-09-04T21:15:41Z,2017-09-04T21:16:30Z,2017-09-04T21:17:23Z,2017-09-04T21:18:16Z
GFQZO4207H@gmail.com,1,1,1,1,1,1,1,0,1,1,1,2017-09-05T00:00:13Z,2017-09-05T00:00:16Z,2017-09-05T00:00:35Z,2017-09-05T00:00:56Z,2017-09-05T00:01:20Z,2017-09-05T00:02:10Z,2017-09-05T00:02:53Z,2017-09-05T00:03:38Z,2017-09-05T00:04:34Z,2017-09-05T00:05:25Z,2017-09-05T00:06:18Z
KPLPN4382B@gmail.com,1,0,0,0,1,1,1,1,0,1,0,2017-09-05T03:12:13Z,2017-09-05T03:12:27Z,2017-09-05T03:12:35Z,2017-09-05T03:12:57Z,2017-09-05T03:13:25Z,2017-09-05T03:14:07Z,2017-09-05T03:14:57Z,2017-09-05T03:15:46Z,2017-09-05T03:16:33Z,2017-09-05T03:17:21Z,2017-09-05T03:18:12Z
XRSUA4670N@gmail.com,1,1,1,0,1,1,0,1,1,1,0,2017-09-05T06:56:45Z,2017-09-05T06:57:00Z,2017-09-05T06:57:09Z,2017-09-05T06:57:30Z,2017-09-05T06:57:51Z,2017-09-05T06:58:37Z,2017-09-05T06:59:29Z,2017-09-05T07:00:24Z,2017-09-05T07:01:16Z,2017-09-05T07:02:03Z,2017-09-05T07:02:49Z
VQGTN2070F@gmail.com,1,1,0,0,1,1,1,0,1,1,0,2017-09-05T10:05:30Z,2017-09-05T10:05:38Z,2017-09-05T10:05:57Z,2017-09-05T10:06:15Z,2017-09-05T10:06:36Z,2017-09-05T10:07:21Z,2017-09-05T10:08:09Z,2017-09-05T10:08:55Z,2017-09-05T10:09:46Z,2017-09-05T10:10:35Z,2017-09-05T10:11:23Z
WHGTB4681C@gmail.com,1,1,1,0,1,1,0,1,0,1,1,2017-09-05T22:37:38Z,2017-09-05T22:37:48Z,2017-09-05T22:38:02Z,2017-09-05T22:38:23Z,2017-09-05T22:38:47Z,2017-09-05T22:39:36Z,2017-09-05T22:40:21Z,2017-09-05T22:41:11Z,2017-09-05T22:42:07Z,2017-09-05T22:42:57Z,2017-09-05T22:43:47Z
NDUUR9603H@gmail.com,1,0,1,1,1,1,1,1,1,1,0,2017-09-06T00:02:06Z,2017-09-06T00:02:10Z,2017-09-06T00:02:31Z,2017-09-06T00:02:53Z,2017-09-06T00:03:11Z,2017-09-06T00:03:55Z,2017-09-06T00:04:43Z,2017-09-06T00:05:29Z,2017-09-06T00:06:17Z,2017-09-06T00:07:12Z,2017-09-06T00:08:00Z
IPXRS7337J@gmail.com,0,0,1,1,1,1,0,0,1,1,0,2017-09-06T00:42:17Z,2017-09-06T00:42:29Z,2017-09-06T00:42:52Z,2017-09-06T00:43:09Z,2017-09-06T00:43:26Z,2017-09-06T00:44:12Z,2017-09-06T00:45:06Z,2017-09-06T00:45:57Z,2017-09-06T00:46:51Z,2017-09-06T00:47:37Z,2017-09-06T00:48:23Z
UPQQY8595I@gmail.com,0,1,1,1,1,1,0,1,1,1,1,2017-09-06T06:30:27Z,2017-09-06T06:30:40Z,2017-09-06T06:30:54Z,2017-09-06T06:31:13Z,2017-09-06T06:31:40Z,2017-09-06T06:32:27Z,2017-09-06T06:33:18Z,2017-09-06T06:34:08Z,2017-09-06T06:34:50Z,2017-09-06T06:35:43Z,2017-09-06T06:36:31Z
FDWGC4708G@gmail.com,0,0,1,1,0,0,1,1,1,1,1,2017-09-06T08:16:30Z,2017-09-06T08:16:41Z,2017-09-06T08:16:57Z,2017-09-06T08:17:15Z,2017-09-06T08:17:37Z,2017-09-06T08:18:22Z,2017-09-06T08:19:18Z,2017-09-06T08:20:08Z,2017-09-06T08:20:59Z,2017-09-06T08:21:49Z,2017-09-06T08:22:39Z
VGCXM6138O@gmail.com,0,0,1,1,1,0,1,0,1,0,0,2017-09-06T15:12:58Z,2017-09-06T15:13:05Z,2017-09-06T15:13:17Z,2017-09-06T15:13:31Z,2017-09-06T15:13:55Z,2017-09-06T15:14:40Z,2017-09-06T15:15:26Z,2017-09-06T15:16:26Z,2017-09-06T15:17:25Z,2017-09-06T15:18:19Z,2017-09-06T15:19:13Z
FYPMM8353A@gmail.com,1,0,1,0,0,0,1,0,1,1,1,2017-09-06T17:45:56Z,2017-09-06T17:46:04Z,2017-09-06T17:46:19Z,2017-09-06T17:46:33Z,2017-09-06T17:46:52Z,2017-09-06T17:47:36Z,2017-09-06T17:48:21Z,2017-09-06T17:49:07Z,2017-09-06T17:49:51Z,2017-09-06T17:50:38Z,2017-09-06T17:51:30Z
IOETV2344N@gmail.com,0,1,1,1,1,1,1,1,0,1,0,2017-09-06T21:28:12Z,2017-09-06T21:28:25Z,2017-09-06T21:28:40Z,2017-09-06T21:29:03Z,2017-09-06T21:29:25Z,2017-09-06T21:30:12Z,2017-09-06T21:30:59Z,2017-09-06T21:31:51Z,2017-09-06T21:32:40Z,2017-09-06T21:33:24Z,2017-09-06T21:34:19Z
