email address,item01 score,item02 score,item03 score,item04 score,item05 score,item06 score,item07 score,item08 score,item09 score,item10 score,item11 score,item01 responded at,item02 responded at,item03 responded at,item04 responded at,item05 responded at,item06 responded at,item07 responded at,item08 responded at,item09 responded at,item10 responded at,item11 responded at
UTKIJ1509E@gmail.com,1,1,1,0,1,0,1,1,1,0,1,2017-11-01T14:34:45Z,2017-11-01T14:34:59Z,2017-11-01T14:35:15Z,2017-11-01T14:35:34Z,2017-11-01T14:35:59Z,2017-11-01T14:36:51Z,2017-11-01T14:37:43Z,2017-11-01T14:38:34Z,2017-11-01T14:39:14Z,2017-11-01T14:40:01Z,2017-11-01T14:40:48Z
UPXWZ8813U@gmail.com,1,1,1,0,0,0,0,1,1,1,1,2017-11-01T19:25:29Z,2017-11-01T19:25:40Z,2017-11-01T19:25:56Z,2017-11-01T19:26:07Z,2017-11-01T19:26:30Z,2017-11-01T19:27:13Z,2017-11-01T19:28:01Z,2017-11-01T19:28:54Z,2017-11-01T19:29:43Z,2017-11-01T19:30:39Z,2017-11-01T19:31:29Z
ECDEM7888E@gmail.com,0,0,1,1,0,1,1,0,0,1,0,2017-11-01T20:00:46Z,2017-11-01T20:00:54Z,2017-11-01T20:01:11Z,2017-11-01T20:01:34Z,2017-11-01T20:01:47Z,2017-11-01T20:02:26Z,2017-11-01T20:03:17Z,2017-11-01T20:04:14Z,2017-11-01T20:05:00Z,2017-11-01T20:05:54Z,2017-11-01T20:06:49Z
NWGDV0987P@gmail.com,1,1,0,1,1,1,0,0,0,1,1,2017-11-02T12:27:26Z,2017-11-02T12:27:40Z,2017-11-02T12:27:53Z,2017-11-02T12:28:04Z,2017-11-02T12:28:24Z,2017-11-02T12:29:14Z,2017-11-02T12:30:07Z,2017-11-02T12:30:53Z,2017-11-02T12:31:38Z,2017-11-02T12:32:20Z,2017-11-02T12:33:13Z
FTXHN4576J@gmail.com,1,0,1,0,0,1,1,1,0,1,0,2017-11-02T23:15:15Z,2017-11-02T23:15:27Z,2017-11-02T23:15:42Z,2017-11-02T23:16:02Z,2017-11-02T23:16:20Z,2017-11-02T23:17:04Z,2017-11-02T23:17:51Z,2017-11-02T23:18:45Z,2017-11-02T23:19:34Z,2017-11-02T23:20:25Z,2017-11-02T23:21:17Z
ITNWT9882E@gmail.com,0,1,1,1,1,1,1,1,1,1,0,2017-11-03T06:53:57Z,2017-11-03T06:54:05Z,2017-11-03T06:54:24Z,2017-11-03T06:54:44Z,2017-11-03T06:55:00Z,2017-11-03T06:55:53Z,2017-11-03T06:56:39Z,2017-11-03T06:57:30Z,2017-11-03T06:58:18Z,2017-11-03T06:59:08Z,2017-11-03T06:59:59Z
FANED5031A@gmail.com,1,1,1,1,0,1,1,1,1,1,0,2017-11-03T10:05:48Z,2017-11-03T10:06:01Z,2017-11-03T10:06:20Z,2017-11-03T10:06:34Z,2017-11-03T10:06:50Z,2017-11-03T10:07:31Z,2017-11-03T10:08:19Z,2017-11-03T10:09:07Z,2017-11-03T10:10:01Z,2017-11-03T10:10:50Z,2017-11-03T10:11:35Z
FQYJV1821Q@gmail.com,1,1,0,1,1,0,1,1,1,1,1,2017-11-03T14:44:01Z,2017-11-03T14:44:04Z,2017-11-03T14:44:13Z,2017-11-03T14:44:33Z,2017-11-03T14:44:57Z,2017-11-03T14:45:42Z,2017-11-03T14:46:30Z,2017-11-03T14:47:24Z,2017-11-03T14:48:14Z,2017-11-03T14:49:06Z,2017-11-03T14:49:53Z
DAVYO4155E@gmail.com,1,1,1,1,0,0,1,1,0,0,0,2017-11-03T18:29:04Z,2017-11-03T18:29:18Z,2017-11-03T18:29:37Z,2017-11-03T18:30:01Z,2017-11-03T18:30:21Z,2017-11-03T18:31:11Z,2017-11-03T18:31:59Z,2017-11-03T18:32:52Z,2017-11-03T18:33:48Z,2017-11-03T18:34:32Z,2017-11-03T18:35:18Z
IJEFL0871K@gmail.com,1,0,0,1,1,1,1,0,1,1,1,2017-11-03T19:51:57Z,2017-11-03T19:52:09Z,2017-11-03T19:52:34Z,2017-11-03T19:52:57Z,2017-11-03T19:53:26Z,2017-11-03T19:54:12Z,2017-11-03T19:55:03Z,2017-11-03T19:55:49Z,2017-11-03T19:56:35Z,2017-11-03T19:57:25Z,2017-11-03T19:58:13Z
BRIEQ5909Q@gmail.com,0,0,1,0,1,1,1,1,1,1,1,2017-11-03T20:51:34Z,2017-11-03T20:51:45Z,2017-11-03T20:52:03Z,2017-11-03T20:52:24Z,2017-11-03T20:52:51Z,2017-11-03T20:53:44Z,2017-11-03T20:54:35Z,2017-11-03T20:55:32Z,2017-11-03T20:56:19Z,2017-11-03T20:57:10Z,2017-11-03T20:57:58Z
JBDKB3414Z@gmail.com,1,1,1,0,1,1,0,1,1,1,0,2017-11-03T22:24:34Z,2017-11-03T22:24:46Z,2017-11-03T22:25:06Z,2017-11-03T22:25:27Z,2017-11-03T22:25:50Z,2017-11-03T22:26:33Z,2017-11-03T22:27:22Z,2017-11-03T22:28:15Z,2017-11-03T22:29:05Z,2017-11-03T22:29:59Z,2017-11-03T22:30:50Z
GFQZO4207H@gmail.com,0,1,1,1,1,1,0,1,1,1,0,2017-11-04T04:38:14Z,2017-11-04T04:38:27Z,2017-11-04T04:38:40Z,2017-11-04T04:39:00Z,2017-11-04T04:39:13Z,2017-11-04T04:39:58Z,2017-11-04T04:40:45Z,2017-11-04T04:41:38Z,2017-11-04T04:42:30Z,2017-11-04T04:43:15Z,2017-11-04T04:44:07Z
KPLPN4382B@gmail.com,1,0,1,1,0,1,1,0,0,1,1,2017-11-04T07:42:44Z,2017-11-04T07:42:47Z,2017-11-04T07:42:59Z,2017-11-04T07:43:17Z,2017-11-04T07:43:33Z,2017-11-04T07:44:20Z,2017-11-04T07:45:17Z,2017-11-04T07:46:00Z,2017-11-04T07:46:51Z,2017-11-04T07:47:46Z,2017-11-04T07:48:28Z
XRSUA4670N@gmail.com,0,0,1,1,1,1,1,1,0,1,1,2017-11-04T15:00:39Z,2017-11-04T15:00:54Z,2017-11-04T15:01:12Z,2017-11-04T15:01:34Z,2017-11-04T15:01:56Z,2017-11-04T15:02:38Z,2017-11-04T15:03:34Z,2017-11-04T15:04:24Z,2017-11-04T15:05:14Z,2017-11-04T15:06:08Z,2017-11-04T15:06:57Z
VQGTN2070F@gmail.com,0,1,0,1,0,1,0,0,0,1,1,2017-11-05T05:54:37Z,2017-11-05T05:54:44Z,2017-11-05T05:54:56Z,2017-11-05T05:55:19Z,2017-11-05T05:55:39Z,2017-11-05T05:56:24Z,2017-11-05T05:57:14Z,2017-11-05T05:58:04Z,2017-11-05T05:58:56Z,2017-11-05T05:59:43Z,2017-11-05T06:00:34Z
